date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
2026-03-31,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT MITRA SAWIT BARU,CP,L,,INDONESIA,60907250,0,60907250,1.71
2026-03-31,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT. INTER JAYA CORPORA,CP,L,,INDONESIA,50605750,0,50605750,1.42
2026-03-31,COCO,WAHANA INTERFOOD NUSANTARA Tbk,LEE YAN GWAN,ID,F,SINGAPOREAN,INDONESIA,47900000,0,47900000,1.35
2026-03-31,COCO,WAHANA INTERFOOD NUSANTARA Tbk,ANTHONIO,ID,L,INDONESIAN,,44856500,0,44856500,1.26
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"MEGAH PERKASA INVESTINDO, PT",CP,L,,INDONESIA,3527001000,0,3527001000,23.98
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"BAHANA NUSANTARA INDOJAYA, PT",CP,L,,INDONESIA,2931249000,0,2931249000,19.93
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,IR.H.BUDI MARDIONO,ID,L,INDONESIAN,INDONESIA,1166750000,0,1166750000,7.93
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"TEKNOLOGI ANAK NUSANTARA, PT",CP,L,,INDONESIA,750000000,0,750000000,5.1
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"GRAHA PUTRA MENTARI, PT",CP,L,,INDONESIA,500000000,0,500000000,3.4
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"CAKRAWALA INDOTAMA ABADI, PT",CP,L,,INDONESIA,500000000,0,500000000,3.4
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"DUTA PERKASA TEKNOLOGI, PT",CP,L,,INDONESIA,500000000,0,500000000,3.4
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"FAJAR INFORMATIKA PERKASA, PT",CP,L,,INDONESIA,500000000,0,500000000,3.4
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"HARMONI SENTOSA NUSANTARA, PT",CP,L,,INDONESIA,500000000,0,500000000,3.4
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"MANTRA PERMATA SEJAHTERA, PT",CP,L,,INDONESIA,468750000,0,468750000,3.19
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"SURYA DIGITAL GEMILANG, PT",CP,L,,INDONESIA,468750000,0,468750000,3.19
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"ENERGI HARMONI PERKASA, PT",CP,L,,INDONESIA,375000000,0,375000000,2.55
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"ARSARI NUSA INVESTAMA, PT",IB,L,,INDONESIA,294117600,0,294117600,2.0
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,PT. WASAMAS INVESTAMA NUSANTARA,CP,L,,INDONESIA,202800000,0,202800000,1.38
2026-03-31,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"SENTRA DANA KAPITAL, PT",CP,L,,INDONESIA,187490000,0,187490000,1.27
2026-03-31,COWL,COWELL DEVELOPMENT Tbk,PT Gama Nusapala,CP,L,,INDONESIA,3464639204,0,3464639204,71.12
2026-03-31,COWL,COWELL DEVELOPMENT Tbk,FERAL INVESTMENT INC,CP,F,,SEYCHELLES,699040539,0,699040539,14.35
2026-03-31,COWL,COWELL DEVELOPMENT Tbk,Earvin Limited,CP,F,,SEYCHELLES,395470500,0,395470500,8.12
2026-03-31,COWL,COWELL DEVELOPMENT Tbk,PT KRISTAL DAYA KENCANA,CP,L,,INDONESIA,110694600,0,110694600,2.27
2026-03-31,COWL,COWELL DEVELOPMENT Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,76758400,0,76758400,1.58
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,CHAROEN POKPHAND INDONESIA GROUP PT,CP,L,,,0,9106385410,9106385410,55.53
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,980766200,0,980766200,5.98
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,PT LEAP GLOBAL CAPITAL,CP,L,,INDONESIA,58442400,710000000,768442400,4.69
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,719421300,0,719421300,4.39
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,CP,F,,SINGAPORE,704137300,0,704137300,4.29
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,RBC SINGAPORE - CLIENTS A/C,IB,F,,SINGAPORE,681950000,0,681950000,4.16
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,BONHAM NOMINEES PTE LTD,CP,F,,SINGAPORE,512963540,0,512963540,3.13
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,392577420,0,392577420,2.39
2026-03-31,CPIN,CHAROEN POKPHAND INDONESIA Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,IS,L,,INDONESIA,263754700,0,263754700,1.61
2026-03-31,CPRI,CAPRI NUSA SATU PROPERTI Tbk,PT RDW GLOBAL INVESTASI d/h PT INDIGO SUPER MEKANIKA,,,,,0,1732500000,1732500000,71.2
2026-03-31,CPRI,CAPRI NUSA SATU PROPERTI Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,118591000,0,118591000,4.87
2026-03-31,CPRI,CAPRI NUSA SATU PROPERTI Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,37119200,0,37119200,1.53
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,PT CENTRAL PANGAN PRIMA,CP,L,,INDONESIA,26898933014,0,26898933014,45.15
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,2903900000,0,2903900000,4.87
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,2894065000,0,2894065000,4.86
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,2784823500,0,2784823500,4.67
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,2521823600,0,2521823600,4.23
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,UOB KAY HIAN (HONG KONG) LTD,SC,F,,HONG KONG,2425500000,0,2425500000,4.07
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,CITIBANK HONG KONG S/A PBG CLIENTS SG,IB,F,,SINGAPORE,1832000000,0,1832000000,3.08
2026-03-31,CPRO,CENTRAL PROTEINAPRIMA Tbk,CHANDRA ANTOLIS,ID,L,INDONESIAN,INDONESIA,846980300,0,846980300,1.42
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,GINDRA TARDY,ID,L,INDONESIAN,INDONESIA,0,507780000,507780000,26.04
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,BINTARNA TARDY,ID,L,INDONESIAN,INDONESIA,76532200,359580000,436112200,22.36
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,BUDI SATRIA TARDY,ID,L,INDONESIAN,INDONESIA,17195700,312000000,329195700,16.88
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,IRSAN SUDARGO,ID,L,INDONESIAN,INDONESIA,0,168012000,168012000,8.62
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,SIA LENG HONG ALIAS TONY,ID,L,INDONESIAN,INDONESIAN,0,161928000,161928000,8.3
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,PT PRIMA ANDALAN SEKURITAS,CP,L,,INDONESIA,63308400,0,63308400,3.25
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,PT EQUITAS GLOBAL MANDIRI,CP,L,,INDONESIA,61443300,0,61443300,3.15
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,PT INTI DEXA INVESTINDO,CP,L,,INDONESIA,61512500,0,61512500,3.15
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,PT MINA PRIMA INVESTAMA,CP,L,,INDONESIA,53407500,0,53407500,2.74
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,ERMAN,ID,L,INDONESIAN,INDONESIAN,0,46800000,46800000,2.4
2026-03-31,CRAB,TOBA SURIMI INDUSTRIES Tbk,RUDY WIJAYA,ID,L,INDONESIAN,INDONESIA,20005000,0,20005000,1.03
2026-03-31,CRSN,CARSURIN Tbk,SHEILA MARIA TIWAN,ID,L,INDONESIAN,INDONESIA,7763400,1439376000,1447139400,50.04
2026-03-31,CRSN,CARSURIN Tbk,FLORA REGINA REGIAN,ID,L,INDONESIAN,INDONESIAN,0,852624000,852624000,29.48
2026-03-31,CRSN,CARSURIN Tbk,PT HYPERION PLUTUS PILAR,CP,L,,INDONESIA,144300000,0,144300000,4.99
2026-03-31,CRSN,CARSURIN Tbk,PT. ATLAS ORION INTEGRITAS,CP,L,,INDONESIA,144100000,0,144100000,4.98
2026-03-31,CRSN,CARSURIN Tbk,PT. MONTEZUMA AQUARIUS UTAMA,CP,L,,INDONESIA,144000000,0,144000000,4.98
2026-03-31,CRSN,CARSURIN Tbk,BING MONIAGA,ID,L,INDONESIAN,INDONESIA,29820000,0,29820000,1.03
2026-03-31,CRSN,CARSURIN Tbk,ANTONIUS GUNAWAN GHO,ID,L,INDONESIAN,,29731100,0,29731100,1.03
2026-03-31,CSAP,CATUR SENTOSA ADIPRANA Tbk,PT.BUANATATA ADISENTOSA,CP,L,,INDONESIA,0,1819108716,1819108716,32.01
2026-03-31,CSAP,CATUR SENTOSA ADIPRANA Tbk,SCG RETAIL HOLDING COMPANY LIMITED,CP,F,,THAILAND,0,1755800091,1755800091,30.89
2026-03-31,CSAP,CATUR SENTOSA ADIPRANA Tbk,NTASIAN DISCOVERY MASTER FUND,MF,F,,CAYMAN ISLANDS,749033925,0,749033925,13.18
2026-03-31,CSAP,CATUR SENTOSA ADIPRANA Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,F,,UNITED KINGDOM,568336263,0,568336263,10.0
2026-03-31,CSAP,CATUR SENTOSA ADIPRANA Tbk,BUDYANTO TOTONG,ID,L,INDONESIAN,INDONESIA,0,353893142,353893142,6.23
2026-03-31,CSIS,CAHAYASAKTI INVESTINDO SUKSES Tbk,PT ANDALAN UTAMA BINTARA,CP,L,,INDONESIA,1193219559,0,1193219559,65.21
2026-03-31,CSIS,CAHAYASAKTI INVESTINDO SUKSES Tbk,PT OLYMPIC KAPITAL EQUITY,CP,L,,INDONESIA,350232000,0,350232000,19.14
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,LISA MUCHTAR,ID,L,INDONESIAN,INDONESIAN,0,458200000,458200000,56.15
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MF,L,,INDONESIA,40060200,0,40060200,4.91
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,REKSA DANA SUCORINVEST SAHAM DINAMIS,MF,L,,INDONESIA,27252900,0,27252900,3.34
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,REKSA DANA SUCORINVEST SHARIA EQUITY FUND,MF,L,,INDONESIA,20240900,0,20240900,2.48
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,CIPTA SWADAYA MURNI PT,CP,L,,INDONESIA,17360400,0,17360400,2.13
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,REKSA DANA BALANCED FUND SUCORINVEST ANAK PINTAR,MF,L,,INDONESIA,15593000,0,15593000,1.91
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,EVIE T. KARISOH,ID,L,INDONESIAN,,13300000,0,13300000,1.63
2026-03-31,CSMI,CIPTA SELERA MURNI Tbk,KEVIN MULJONO,ID,L,INDONESIAN,INDONESIA,8546700,0,8546700,1.05
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,PT VERDAN SAWIT LESTARI,CP,L,,INDONESIA,779000000,0,779000000,38.0
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,PT SAPTA SAWIT LESTARI,CP,L,,INDONESIA,779000000,0,779000000,38.0
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,ALLON SERVICES PTE LTD,OT,F,,SINGAPORE,100000000,0,100000000,4.88
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,PT CISADANE SAWIT RAYA,CP,L,,INDONESIA,95107100,0,95107100,4.64
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,PT. SAWIT INTI PERKASA,CP,L,,INDONESIA,82000000,0,82000000,4.0
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,JAMBOL IWANTO,ID,L,INDONESIAN,INDONESIA,39763128,0,39763128,1.94
2026-03-31,CSRA,CISADANE SAWIT RAYA Tbk,EXCELLARY CAPITAL PTE. LTD.,OT,F,,SINGAPORE,37457972,0,37457972,1.83
2026-03-31,CTBN,CITRA TUBINDO Tbk,KESTREL WAVE INVESTMENT LTD,CP,F,,HONG KONG,386029420,0,386029420,48.23
2026-03-31,CTBN,CITRA TUBINDO Tbk,VALLOUREC TUBES,CP,F,,FRANCE,268000000,0,268000000,33.48
2026-03-31,CTBN,CITRA TUBINDO Tbk,NIPPON STEEL CORPORATION,CP,F,,JAPAN,55816880,0,55816880,6.97
2026-03-31,CTBN,CITRA TUBINDO Tbk,NIPPON STEEL SINGAPORE PTE LTD,CP,F,,SINGAPORE,30954650,0,30954650,3.87
2026-03-31,CTBN,CITRA TUBINDO Tbk,Sumitomo Corporation,CP,F,,JAPAN,28968880,0,28968880,3.62
2026-03-31,CTBN,CITRA TUBINDO Tbk,SUMITOMO CORPORATION ASIA & OCEANIA PTE. LTD.,CP,F,,SINGAPORE,14414200,0,14414200,1.8
2026-03-31,CTBN,CITRA TUBINDO Tbk,BNP PARIBAS SECURITIES SERVICES JERSEY S/A NON TAX TREATY CLIENTS/TAXABLE (EUR),IB,F,,JERSEY,11890200,0,11890200,1.49
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,PT. SANG PELOPOR,CP,L,,INDONESIA,3881000000,6001123998,9882123998,53.31
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,YIMMY STEPHANOES,ID,L,INDONESIAN,INDONESIA,781655800,0,781655800,4.22
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,FIDELITY FUNDS,MF,F,,LUXEMBOURG,670865400,0,670865400,3.62
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,380637197,0,380637197,2.05
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,PT. ARENABINA MAKARTI,CP,L,,INDONESIA,301000000,0,301000000,1.62
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,279939500,0,279939500,1.51
2026-03-31,CTRA,CIPUTRA DEVELOPMENT Tbk,JPMCB NA AIF CLT RE-FIDELITY ASIAN VALUES PLC,MF,F,,UNITED KINGDOM,208812200,0,208812200,1.13
2026-03-31,CTTH,CITATAH Tbk,PARALLAX VENTURE PARTNERS XIII LTD,,,,,0,232618891,232618891,18.9
2026-03-31,CTTH,CITATAH Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,115735348,0,115735348,9.4
2026-03-31,CTTH,CITATAH Tbk,TAUFIK JOHANNES,ID,L,INDONESIAN,,105992999,0,105992999,8.61
2026-03-31,CTTH,CITATAH Tbk,ADVANCE CAPITAL LIMITED,,,,,0,86472558,86472558,7.03
2026-03-31,CTTH,CITATAH Tbk,MERIDIAN-PACIFIC INTERNATIONAL PTE LTD,,,,,0,67777000,67777000,5.51
2026-03-31,CTTH,CITATAH Tbk,Investspring Limited,CP,F,,INDONESIA,64800681,0,64800681,5.26
2026-03-31,CTTH,CITATAH Tbk,Hexagon International Worldwide Ltd.,OT,F,,INDONESIA,60842830,0,60842830,4.94
2026-03-31,CTTH,CITATAH Tbk,WONG HWA JIN,ID,L,INDONESIAN,INDONESIA,58002500,0,58002500,4.71
2026-03-31,CTTH,CITATAH Tbk,KANTOR PUSAT DJKN DITJEN KEKAYAAN NEGARA KEMENTRIAN KEUANGAN,OT,L,,INDONESIA,52725864,0,52725864,4.28
2026-03-31,CTTH,CITATAH Tbk,JIMMY SIANTO,ID,L,INDONESIAN,INDONESIA,29767275,0,29767275,2.42
2026-03-31,CTTH,CITATAH Tbk,DENISE JOHANES,ID,L,,,12600000,0,12600000,1.02
2026-03-31,CUAN,PETRINDO JAYA KREASI Tbk,PRAJOGO PANGESTU,ID,L,INDONESIAN,INDONESIA,5645245000,0,5645245000,5.02
2026-03-31,CUAN,PETRINDO JAYA KREASI Tbk,"GRANGE PROSPERITY PTE, LTD",CP,F,,SINGAPORE,2956589100,0,2956589100,2.63
2026-03-31,CUAN,PETRINDO JAYA KREASI Tbk,HSBC LTD-SINGAPORE BRANCH PRIVATE BANKING DIVISION ACCOUNT CLIENTS,CP,F,,SINGAPORE,1230116000,0,1230116000,1.09
2026-03-31,CUAN,PETRINDO JAYA KREASI Tbk,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,IB,F,,SINGAPORE,1141185000,0,1141185000,1.02
2026-03-31,CYBR,ITSEC ASIA Tbk,INV MANAGEMENT PTE LTD,CP,F,,SINGAPORE,2622536397,0,2622536397,39.05
2026-03-31,CYBR,ITSEC ASIA Tbk,MB INVESTMENT MANAGEMENT PTE.LTD.,CP,F,,SINGAPORE,1710500057,0,1710500057,25.47
2026-03-31,CYBR,ITSEC ASIA Tbk,UBS SWITZERLAND AG,IB,F,,SWITZERLAND,563772970,0,563772970,8.4
2026-03-31,CYBR,ITSEC ASIA Tbk,CMB MONACO,IB,F,,MONACO,295620900,0,295620900,4.4
2026-03-31,CYBR,ITSEC ASIA Tbk,PT OCBC SEKURITAS INDONESIA,SC,L,,INDONESIA,249300000,0,249300000,3.71
2026-03-31,CYBR,ITSEC ASIA Tbk,TITAN HOLDINGS MIDDLE EAST LIMITED,CP,F,,UNITED ARAB EMIRATES,211156400,0,211156400,3.14
2026-03-31,CYBR,ITSEC ASIA Tbk,MATTHEW OWEN MARSDEN,ID,F,BRITISH,INDONESIA,176023800,0,176023800,2.62
2026-03-31,CYBR,ITSEC ASIA Tbk,ABS SECURITISATION SA,CP,F,,LUXEMBOURG,140907200,0,140907200,2.1
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,PT DAAZ NUSANTARA ABADI,CP,L,,INDONESIA,0,848500000,848500000,42.49
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,ZAINAL ABIDINSYAH SIREGAR,ID,L,INDONESIAN,INDONESIAN,0,339400000,339400000,17.0
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,IRAWAN SASTROTANOJO,ID,L,INDONESIAN,INDONESIA,0,254550000,254550000,12.75
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,ERWIN SUTANTO,ID,L,INDONESIAN,INDONESIA,0,254550000,254550000,12.75
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,VOLCANO VENTURES VCC - VOLCANO WEB3 FUND,CP,F,,SINGAPORE,94850100,0,94850100,4.75
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,GARUDA ONE VCC - ALPHA EDGE VENTURES,OT,F,,SINGAPORE,62100100,0,62100100,3.11
2026-03-31,DAAZ,DAAZ BARA LESTARI Tbk,PT SUMBER WAHYU SENTOSA,CP,L,,INDONESIA,56478100,0,56478100,2.83
2026-03-31,DADA,DIAMOND CITRA PROPERTINDO Tbk,PT KARYA PERMATA INOVASI INDONESIA,CP,L,,INDONESIA,1600000000,0,1600000000,21.53
2026-03-31,DADA,DIAMOND CITRA PROPERTINDO Tbk,"SETIAWAN, SE",ID,L,INDONESIAN,INDONESIA,113002100,0,113002100,1.52
2026-03-31,DADA,DIAMOND CITRA PROPERTINDO Tbk,SUTIA NA,ID,L,INDONESIAN,INDONESIA,81700000,0,81700000,1.1
2026-03-31,DADA,DIAMOND CITRA PROPERTINDO Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,80000000,0,80000000,1.08
2026-03-31,DADA,DIAMOND CITRA PROPERTINDO Tbk,LUKMAN HARJANTO,ID,L,INDONESIAN,INDONESIA,75043000,0,75043000,1.01
2026-03-31,DART,DUTA ANGGADA REALTY Tbk,HARTADI ANGKOSUBROTO,ID,L,INDONESIAN,INDONESIA,1465409134,0,1465409134,46.65
2026-03-31,DART,DUTA ANGGADA REALTY Tbk,PT. DUTA ANGGADA,CP,L,,INDONESIA,1391976548,0,1391976548,44.31
2026-03-31,DART,DUTA ANGGADA REALTY Tbk,OVERSEA-CHINESE BANKING CORPORATION LIMITED,IB,F,,SINGAPORE,46330600,0,46330600,1.47
2026-03-31,DART,DUTA ANGGADA REALTY Tbk,IRENE THESMAN,ID,L,INDONESIAN,,43438100,0,43438100,1.38
2026-03-31,DART,DUTA ANGGADA REALTY Tbk,LGT BANK AG,IB,F,,LIECHTENSTEIN,42652080,0,42652080,1.36
2026-03-31,DATA,REMALA ABADI Tbk,VERAH WAHYUDI S WONG,ID,L,INDONESIAN,INDONESIA,76716100,474585100,551301200,40.09
2026-03-31,DATA,REMALA ABADI Tbk,PT IFORTE SOLUSI INFOTEK,CP,L,,INDONESIA,550000900,0,550000900,40.0
2026-03-31,DATA,REMALA ABADI Tbk,DJONI,ID,L,INDONESIAN,INDONESIA,75000000,0,75000000,5.45
2026-03-31,DATA,REMALA ABADI Tbk,FX BOEDI SOEBIANTO,ID,L,INDONESIAN,INDONESIA,16272800,0,16272800,1.18
2026-03-31,DAYA,DUTA INTIDAYA Tbk,TOTAL ALLIANCE HOLDINGS LIMITED,IB,F,,"VIRGIN ISLANDS, BRITISH",1788029003,0,1788029003,73.87
2026-03-31,DAYA,DUTA INTIDAYA Tbk,"INDAH SEHAT CEMERLANG,PT",CP,L,,INDONESIA,422007259,0,422007259,17.43
2026-03-31,DAYA,DUTA INTIDAYA Tbk,"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",IB,F,,SINGAPORE,96787000,0,96787000,4.0
2026-03-31,DAYA,DUTA INTIDAYA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,70000000,0,70000000,2.89
2026-03-31,DAYA,DUTA INTIDAYA Tbk,"USAHA INDAH ABADI,PT",CP,L,,INDONESIA,25000000,0,25000000,1.03
2026-03-31,DCII,DCI INDONESIA Tbk,OTTO TOTO SUGIRI,ID,L,INDONESIAN,INDONESIA,0,712784905,712784905,29.9
2026-03-31,DCII,DCI INDONESIA Tbk,MARINA BUDIMAN,ID,L,INDONESIAN,INDONESIA,0,536505149,536505149,22.51
2026-03-31,DCII,DCI INDONESIA Tbk,HAN ARMING HANAFIA,ID,L,INDONESIAN,INDONESIA,0,336352227,336352227,14.11
2026-03-31,DCII,DCI INDONESIA Tbk,ANTHONI SALIM,ID,L,INDONESIAN,INDONESIA,265033461,0,265033461,11.12
2026-03-31,DCII,DCI INDONESIA Tbk,SKYHILLS CAPITAL SPC,CP,F,,CAYMAN ISLANDS,110000000,0,110000000,4.61
2026-03-31,DCII,DCI INDONESIA Tbk,BING MONIAGA,ID,L,INDONESIAN,INDONESIA,9959400,90901958,100861358,4.23
2026-03-31,DCII,DCI INDONESIA Tbk,FORTUNE YIELD INVESTMENT SPC,CP,F,,CAYMAN ISLANDS,100000000,0,100000000,4.2
2026-03-31,DCII,DCI INDONESIA Tbk,CHANG CHENG INVESTMENT HOLDING LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",80257700,0,80257700,3.37
2026-03-31,DCII,DCI INDONESIA Tbk,Peak Harvest Pte Ltd,CP,F,,SINGAPORE,74518300,0,74518300,3.13
2026-03-31,DCII,DCI INDONESIA Tbk,PT. GRAHA SENTOSA ADITAMA MAJU,CP,L,,INDONESIA,63728500,0,63728500,2.67
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PT. BIMADA PARAMITA ADHYANA,CP,L,,INDONESIA,70384400,47087741,117472141,10.25
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,HENDRI,ID,L,INDONESIAN,INDONESIA,106598800,0,106598800,9.3
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,HARJONO,ID,L,INDONESIAN,INDONESIA,56631700,0,56631700,4.94
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,LUCKY THERESSA RAY,ID,L,INDONESIAN,INDONESIA,23283200,0,23283200,2.03
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,LIE LIAN TIE,ID,L,INDONESIAN,,22727200,0,22727200,1.98
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PT. BERSAMA NGRUWAT BONDO,CP,L,,INDONESIA,18551100,0,18551100,1.62
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PIERRE DERMAWAN,ID,L,INDONESIAN,,13831900,0,13831900,1.21
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,AGUS MANASYE,ID,L,INDONESIAN,INDONESIA,13500000,0,13500000,1.18
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,NANI HARDJOSUHONO POETRO,ID,L,INDONESIAN,INDONESIA,13200000,0,13200000,1.15
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,Laniana,ID,L,INDONESIAN,INDONESIA,12504400,0,12504400,1.09
2026-03-31,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,GAO RI,ID,L,INDONESIAN,INDONESIA,12006900,0,12006900,1.05
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,"ASURANSI JIWA KRESNA, PT",IS,L,,INDONESIA,162009540,0,162009540,23.57
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT INTAN SAKTI WIRATAMA,CP,L,,INDONESIA,0,143756666,143756666,20.92
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT QUANTUM CLOVERA INVESTAMA TBK,SC,L,,INDONESIA,99417000,0,99417000,14.47
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT JESIVINDO JUVATAMA,CP,L,,INDONESIA,89860500,0,89860500,13.08
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,ABAKUS (ASIA PACIFIC) PTE. LTD.,CP,F,,SINGAPORE,33800000,0,33800000,4.92
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT KARYA KARUNIA PERSADA,CP,L,,INDONESIA,15144470,0,15144470,2.2
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT. KRESNA ASSET MANAGEMENT S/A PT. M CASH INTEGRASI TBK,CP,L,,INDONESIA,15000000,0,15000000,2.18
